Smiles,MMGBSA dG Bind
CC=1C=CC=C(C1)C(CN)N2CCOCC2,-32.69
O=C1NC=2C=CC=CC2CCC1O,-38.74
N#CC=1C=CC(F)=C(C1)CN2C=CN=C2,-37.43
CC1=NC=2C=CC=CC2C31CCNCC3,-34.01
COCCN1CCNC[C@H]1C,-28.25
CC1(C)OCC2CC21C(=O)O,-13.8
"CC[C@@H]1CC[C@H](C)NC1=O |&1:2,5,r|",-21.56
"CC(C)C1=NOC(=N1)[C@@]23CCC[C@H]3CNC2 |&1:8,12,r|",-29.81
CN1N=CC=C1C2COCCN2,-28.49
"CC[C@H]1CC[C@H](C)NC1=O |&1:2,5,r|",-29.0
COC=1C=CC(N)=C(N1)C(F)(F)F,-25.16
C1=CNC(=N1)C2CCOC2,-30.22
O=C(O)C12OCCCC1C2(F)F,-14.48
NC1=NN=C(CC=2C=CC=CC2)S1,-36.58
OC1CCNC21CCCCC2,-35.35
O=C(O)C1(CCNC1=O)C2CCCC2,-21.75
O=C(NCC=1C=CC=NC1)C2CCCN2,-39.46
O=C(C1CCC1)N2CCCC=3N=CC=CC32,-40.68
O=C1NN=C(C=C1C(F)(F)F)C2CC2,-27.97
CC=1N=CC=2CC(N)CCC2N1,-30.31
O=C(O)C=1C=CC=NC1C(F)(F)F,-14.46
NCCC=1C=C(C=CN1)C(F)(F)F,-22.63
O=C1NC=CC=2CCCNC12,-28.86
CC=1C=C(OC1C(=O)O)C(F)F,-4.54
CCOC=1C=CC(N)=NC1C,-27.57
OC[C@@H]1CC=2C=CC=CC2CO1,-32.59
CC1(C)CC(=O)NCCN1,-19.68
"CC1=C(C=NN1C)[C@@H]2OCC[C@H]2N |&1:7,11,r|",-28.98
CCC1(CCNCC1)N2CCOCC2,-16.28
O=C(O)C=1C=C(NC1C2CC2)C3CC3,-26.02
"C[C@@H]1C[C@H](C)N2N=CN=C2N1 |&1:1,3,r|",-28.24
CN1C=CC(=N1)C2=NC(C#N)=CS2,-30.44
CNCC=1C=NN(C1)C=2C=CC=CC2,-35.16
CC1=NC(CN)=C2C=CC=CN12,-24.8
CN(C)C=1C=C(C=CN1)CN,-28.48
CC(CN)N1CCOCC1,-27.01
CC1CCCCN1CCN,-35.79
NCCOC=1C=CC=2NC(=O)CCC2C1,-36.55
CC(N)CN1CCOCC1,-22.24
CC(N)CN1CCCCC1,-35.77
NC(CN1CCCC1=O)C=2C=CC=CC2,-34.41
NC(CN1C=CC=N1)C=2C=CC=CC2,-31.94
NC(CN1C=NC=N1)C=2C=CC=CC2,-36.73
CC=1C=CC(=C(C)C1)C(N)CN2C=CN=C2,-40.8
CC1=CSC(=N1)N2CCCNCC2,-33.77
O=C(O)CN1C(=O)CCC=2C=CC=CC21,-22.55
"NC[C@@H]1CCO[C@H]1C=2C=CC(F)=CC2 |&1:2,6,r|",-26.76
NCCC1=NC=CN1C(F)F,-22.49
NS(=O)(=O)C=1C=CC=2NC(=O)CCCC2C1,-35.66
CC1=NNC(N)=C1C=2C=CC(F)=CC2,-32.51
CCN1N=C(C)C(N)=C1C,-23.93
CC1CC=2C=C(C=CC2O1)CO,-35.88
O=C(O)C1=CC=C(CN2C=C(Cl)C=N2)O1,-25.24
CCN1C=CC(=N1)C(=O)O,-0.87
CC1=C(Cl)C(=NN1C)C(=O)O,-6.33
CCN1C=C(C(=O)O)C(C)=N1,-5.35
CN1C=C(Cl)C(=N1)C(=O)O,-13.11
CCN1N=CC(Cl)=C1C(=O)O,-17.77
CC1=NN(C)C=C1C(=O)O,-8.4
CCN1N=C(C)C(CN)=C1C,-25.16
CCN1N=CC=C1C(=O)O,-5.9
CC1=NN(C)C(C)=C1CN,-23.69
CC1=NC=C(CC(=O)O)S1,-15.85
OC=1N=CC=C(N1)C(F)(F)F,-16.89
CNCC=1C=CC(=CC1)OC,-32.35
NCC=1C=CC(=CC1)N2CCNC2=O,-32.67
CC=1C=CC=C(C1)NC(=O)CN2C=NC=N2,-31.54
CC(N)C=1C=CC(=CC1)NC(=O)C2CC2,-37.35
O=C(NC1CCNCC1)C2CCC2,-32.17
CC=1C=CC=CC1C(=O)NC2CCNCC2,-45.51
CC=1OC=CC1C(=O)NC2CCNCC2,-36.24
O=C(NC1CCNCC1)C=2C=CC(F)=CC2,-37.08
OCCC1=CNN=C1C(F)(F)F,-28.11
COC=1C=CC=CC1C2CCCN2,-39.01
C1=COC(=C1)C2CCCN2,-31.51
CN(C)C=1C=CC(C#N)=CN1,-29.45
CNC(C)C=1C=CC=CC1OC,-29.71
C=1C=CC(=CC1)C2=NCCN2,-32.8
NCC(C=1C=CC=CC1F)N2CCOCC2,-31.45
O=C(NC1CCCNC1)C=2C=CC=CC2,-41.02
O=S(=O)(NC1CCCNC1)C=2C=CC=CC2,-33.96
NCC(C=1C=CC=CC1)N2CCOCC2,-33.51
NC1CCN(CC2=CC=CC=C2F)CC1,-37.02
O=C(C=1C(F)=CC=CC1Cl)N2CCNCC2,-30.88
O=C1CCC=2C=CC(F)=CC2N1,-28.25
O=C(CC=1C=CC=CC1)N2CCNCC2,-37.79
O=C(CC=1C=CC=CC1)NC2CCNCC2,-37.27
NC1=NN=C(O1)C=2C(F)=CC=CC2Cl,-31.47
CC(C)CC1=NN=C(N)O1,-15.96
NC1=NN=C(CC2CCCC2)O1,-21.21
NC1=NN=C(CC=2C=CC(F)=CC2)O1,-29.78
NC1=NN=C(CC2=CC=CC=C2F)O1,-32.24
NC1=NN=C(CC2=CC=CC(F)=C2)O1,-30.62
O=C(NC1=NC=CS1)C2CCCNC2,-29.83
CNC=1C=CC=CC1S(C)(=O)=O,-28.05
CC1=NN(C)C(C)=C1CC(N)=O,-31.58
NC(=O)CC1=CSC(=N1)C2=CC=CO2,-32.35
CC(=O)N1C=2C=CC=CC2CCC1C,-33.12
FC(F)(F)C1=CN=C(N1)C2CCNCC2,-30.86
NCC=1C=C(F)C=C(F)C1,-23.43
O=C1NCCCC1C(F)(F)F,-17.73
O=C(O)C=1C=CC=2NC(=O)CCCC2C1,-32.0
"CN1C=C(C=N1)[C@H]2[C@H](CN)CCCN2C |&1:6,7,r|",-28.49
CN(C)C=1C=C(C#N)C=CN1,-25.35
N#CC=1C=CC(F)=C(C1)CN2CCCC2=O,-34.48
N#CC=1C=CC=C(C1)CN2CCCC2=O,-30.01
N#CC=1C=CC(CN2C=NC=N2)=C(F)C1,-27.6
CC1=NC=CN1CC=2C=CC=C(C#N)C2,-31.32
COCC=1C=CC=CC1C#N,-31.96
COCC=1C=CC=C(C#N)C1,-31.47
NCC(O)C=1C=CC(Cl)=CC1,-33.74
NC1CCN(CC1)C2CCCCC2,-38.19
CN1CCC(CC1=O)C(=O)O,-28.18
CN1C=CC(=CC1=O)C(=O)O,-16.74
FC=1C=CC(=CC1)C2CNCCO2,-28.73
NC(=O)C1CCC2=CC=CC=C2N1,-33.4
O=S(=O)(NC=1C=CC=CC1)C2CCCNC2,-32.91
CC1=CC(=NO1)C2CCCN2,-30.49
O=S(=O)(NC1CC1)C=2C=CC(F)=CC2Cl,-26.73
NCC1CC(=O)NC=2C=CC=CC21,-30.34
CC(C)NC1CCOCC1,-28.99
CC(N)C=1C=CC=C(C1)N2CCNC2=O,-40.19
C=1C=C(CC2CCNCC2)NN1,-34.12
OCCNC=1C=CC=2C=CC=CC2N1,-32.52
CN1CCN(CC1)C(=O)C2CCCO2,-37.68
CC=1C=C2N=CC=C(N2N1)C(F)(F)F,-23.61
O=C(O)C1CCC(CC1)C(F)(F)F,-8.92
NC(=O)C=1C=CC=C2NCCCC12,-31.86
CC=1C=C2NCC(CN2N1)C(F)(F)F,-27.71
C(C1CCCCN1)N2CCOCC2,-36.88
NCC=1C=NN(C1)CC=2C=CC=CC2,-32.58
CC1NCCN2C(=CC=C12)C(=O)NC3CC3,-40.52
O=C(O)C1CCC(=O)NC1,-9.66
CN(C)C1=NC=C(CN)N1C,-25.91
C(OC1CCNCC1)C2CCCCO2,-34.25
C(OC1CCNCC1)C2CCCO2,-37.35
COCCN1C=C(N)C=N1,-25.84
CC=1C=CC=C(N1)NC(=O)C2CCNCC2,-24.47
CNC(=O)C=1C=CC=CC1,-27.76
CN1C=C(C=N1)C2=CC=CC(=C2)CN,-36.88
N#CC=1C=CC(=CC1)C(=O)NC2CC2,-30.08
NS(=O)(=O)C=1C=CC=C(C1)C(=O)NC2CC2,-32.57
NCC=1C=CC=C(C1)N2C=CN=C2,-26.65
CC1=CN2CCNCC2=N1,-26.43
CC(N)C=1C=CC(=CC1)N2C=CN=C2,-37.38
CC(N)C=1C=CC=2NC(=O)NC2C1,-29.66
CCN1CCCCC1CN,-27.44
NCC1CCCN(CC2=CC=CN=C2)C1,-34.62
O=C1CCC=2C=C(F)C=CC2N1,-30.92
NCC(O)C=1C=CC=CC1F,-30.51
NC1=NC(=CS1)C(F)(F)F,-18.9
NC=1C=CC(=CN1)N2CCCCC2,-37.56
COCCN1N=C(C)C(N)=C1C,-34.31
OCCOC1CCNCC1,-9.22
CC(N)C=1C=C(F)C=CC1N2CCOCC2,-33.94
CC(N)C=1C=CC(=CC1)N2CCOCC2,-38.63
CC(N)C=1C=CC=CC1N2CCOCC2,-33.16
COC=1C=CC(F)=CC1C(C)N,-32.46
COC=1C=CC=C(F)C1C(C)N,-33.36
NC1=NN=C(S1)C=2C(F)=CC=CC2Cl,-36.37
O=S(=O)(NC1CC1)C2=CC=CN=C2,-29.36
CC(C)NC=1C=CC=NC1,-30.5
COC=1C=CC=CC1NC2CCN(C)CC2,-38.25
CCC(N)C=1C=CC(F)=CC1F,-29.11
CC(C)C1=NC=CN1CC(=O)O,-15.48
O=C1NC=2C=CC(F)=CC2C1O,-28.9
CC(C)OC=1C=CC=C(C1)CO,-33.74
CNC=1C=CC(=CC1)S(C)(=O)=O,-28.27
OCCNC1=CC=C(F)C(F)=C1,-28.12
NCC=1C=CC=CC1N2C=CN=C2,-30.17
COC=1C=CC=CC1C=2C=C(N)ON2,-34.95
NC1=CC(=NO1)C2=CC=CC(F)=C2,-33.3
NC1=CC(=NO1)C2=CC=CC=C2F,-33.92
CCC=1NN=CC1C(=O)O,-14.21
CC(C)C=1NN=CC1C(=O)O,-8.79
CS(=O)(=O)C=1C=CC(=CC1)C(N)=O,-25.73
CS(=O)(=O)C=1C=CC=C(C1)C(N)=O,-25.88
NC(=O)C1COC2=CC=CC=C2O1,-29.71
NC(=O)CC=1C=CC(Cl)=CC1,-28.75
NC(=O)C1CC(=O)N(CC=2C=CC=CC2)C1,-36.95
NC(=O)CC=1C=CC=C(C1)C(F)(F)F,-28.4
NC(=O)C=1C=CC(=CC1)OC(F)F,-27.86
NC(=O)CC1CCCCC1,-11.79
CCNC=1C=CC=2NC(=O)NC2C1,-29.95
CC1=NN(C(C)=C1N)C2CCCCC2,-31.51
O=C1C=2SC=CC2N=CN1CCO,-31.91
CN1N=CC2=C1CCCC2N,-27.74
CN1C=C(C=N1)C(=O)NCC2CCNCC2,-37.98
CN1N=C(C=C1N)C2CC2,-22.5
FC=1C=CC(=CC1)C=2C=CNN2,-34.18
CN(C)CC=1C=CC=C(C1)CO,-39.22
OCC1=CN=C(S1)C=2C=CC=CC2,-40.52
CC1=C(C=NN1C)C(C)N,-28.16
NCC(O)C=1C=CC(Cl)=CC1Cl,-33.56
CC1CCC=2ON=C(C(=O)O)C2C1,-26.61
NCC1(CCOCC1)C2=CC=CC(F)=C2,-32.18
CP(C)(=O)C=1C=CC=2CCCNC2C1,-37.08
O=C(O)C(C=1C=CC=CC1)N2CCCC2,-34.6
C1=NC(=CS1)CN2CCNCC2,-29.2
CN1C=C(C=N1)CN2CCNCC2,-35.44
O=C(O)CC1CCOC2=CC=CC=C21,-29.84
COC=1C=CC(=CC1F)CN,-27.75
CN1C=C(C=CC1=O)C(=O)O,-9.55
CNC=1N=CC=CC1C(N)=O,-25.15
FC=1C=CC=CC1CNC=2C=CN=CC2,-34.85
C1=CC(=CC=N1)NCC2CCCO2,-34.11
CN(C)C=1C=CN=CC1N,-22.76
CC1=NC=CN1C2=CC=NC=C2N,-27.01
NC(=O)N1CCC[C@H]1C(=O)O,-10.34
CCOC=1C=CC(=CC1)[C@@H](C)O,-35.64
CC(C)CC=1C=C(N)NN1,-25.39
CC(C)CC=1C=C(N)ON1,-25.37
NC1=CC(CC2CCCC2)=NO1,-32.78
NC1=CC(=NO1)C2CCCC2,-29.19
NC1=CC(CCC2=CC=CO2)=NO1,-35.74
O=C1N(CCO)N=C2C=CC=CN12,-37.56
CC1=NC(=CS1)C=2C=CC(=CC2)CC(=O)O,-26.81
CC=1C=C(N)N(N1)C=2C=CC=CC2F,-34.02
O=C(O)CC=1C=CC=CC1C(F)(F)F,-17.49
O=C(O)CC1=CC=C(F)C(Cl)=C1,-21.8
O=C1NCC=2C=CC=CC12,-28.03
NCC=1C=CC(=C(F)C1)N2C=CN=C2,-29.14
NC1=NN=C(S1)C(F)F,-21.41
CN(C)CC1=NC(=CS1)CO,-34.45
NC1CCN(CC2=CC=CS2)CC1,-36.74
NC(=O)C1=CC=C2N=CC=CC2=C1,-31.1
COC=1C=C(F)C(=CC1OC)C(C)N,-36.35
CC1=CC=C(O1)C(O)CN,-30.81
O=C(O)C1=CC(Cl)=CC2=CC=CN=C12,-23.6
"OC[C@H]1CC[C@H](N1)C(F)(F)F |&1:2,5,r|",-22.67
CC=1C=NN(CC2=CC=CC=C2F)C1N,-37.46
CC=1C=CC(=CC1)C=2C=C(ON2)C(=O)O,-24.87
CC(C)N1C(N)=NC=2C=CC=CC21,-26.47
O=C(O)C=1C=C(NN1)C=2C=CC(F)=CC2,-19.24
NC(=O)CC1CCCCN1,-25.97
"NC[C@H]1CCC2(CCOCC2)[C@H]1O |&1:2,11,r|",-24.61
"C[C@H]1C[C@H](CC(=O)N1)C(=O)O |&1:1,3,r|",-27.71
O=C(O)C1CCN(CC1)C(=O)NC2CC2,-18.73
COCCC=1C=C(N)ON1,-25.89
NC1=CC(=NO1)C(F)(F)F,-14.41
CN1C=CN=C1C(N)C2CC2,-26.73
CCC(N)C=1C(C)=NN(C)C1C,-29.24
CN1C=C(C=N1)C2=CSC(N)=N2,-29.83
CC1=CC=C(O1)C2=NN(C)C=C2C(=O)O,-28.8
CN1C=C(C(=O)O)C(=N1)C2=CC=CO2,-22.95
COC1=CC=2CCNC(=O)CC2C=C1OC,-34.66
CC(C)C=1N=CC(N)=CN1,-27.38
CC(C)CC=1N=CC(N)=CN1,-23.8
NC=1C=NC(=NC1)C2CC2,-24.25
CC(C)CC1=NC(=CS1)C(=O)O,-26.52
CCC1=NC(=CS1)CC(=O)O,-21.52
C1CC2=NN=C(C3CCCNC3)N2C1,-33.2
CC1=NNC(=C1C(=O)O)C(C)C,-18.34
CC=1N=CC=CC1OC2CCNC2,-27.22
O=C(O)C1=CC(=CNC1=O)C(F)(F)F,-19.55
OC(C=1C=CC(F)=CC1)C2CCNCC2,-35.85
OC(C=1C=CC(Cl)=CC1)C2CCNCC2,-39.54
NC(CO)C=1C=CC=CC1,-31.07
CC1=CC=C(S1)C(CN)N2CCOCC2,-29.61
NCCOC=1C=CC=C(F)C1,-27.31
"CC[C@H]1C[C@H](CC(=O)N1)C(=O)O |&1:2,4,r|",-29.31
NC=1C=NC(CC=2C=CC(F)=CC2)=NC1,-34.42
CC=1N=C(SC1C(=O)O)C(C)C,-21.59
CN1C=C(C=N1)CC(=O)O,-8.76
NC1CCCS(=O)(=O)C2=CC=CC=C21,-28.95
CCC1=NC(C)=C(S1)C(=O)O,-15.4
CC1(CC(=O)NC1=O)C=2C=CC(F)=CC2,-37.43
CC1CCC2(CC(=O)NC2=O)CC1,-26.7
OCC=1C=CC=2CCCC2C1,-28.5
CCC1=NC=C(S1)C(=O)O,-2.67
CC1=C(N)N(C)N=C1C(F)(F)F,-23.13
CN1N=C(C=C1N)C=2C=CC(F)=CC2F,-32.11
CC=1C=CC=CC1C=2C=C(N)N(C)N2,-34.75
CN1N=C(C=C1N)C=2C=C(F)C=C(F)C2,-38.76
CC=1C=CC=2C(=CNC2C1)C(=O)O,-15.88
O=C(O)C1=CNC=2C=C(Cl)C=CC12,-15.69
CS(=O)(=O)C=1C=CC=CN1,-22.73
CNCC=1SC=NC1C,-23.62
CC=1C=CC(=C(F)C1)S(N)(=O)=O,-26.32
NS(=O)(=O)C=1C=CC=CC1OC(F)F,-25.39
O=C(O)CN1C(=O)CCCC=2C=CC=CC21,-19.56
CC1=NNC(=N1)C2CCCCC2,-35.66
O=C(O)C1=CC=C2C=CNC2=C1,-11.08
NC(=O)C1=CNN=C1C=2C=CC=CC2,-32.94
FC=1C=CC(=CC1Cl)C2CNCCO2,-37.77
FC(F)(F)C=1C=CC=C(C1)C2CNCCO2,-37.05
FC=1C=CC=C(C1)C2CNCCO2,-33.11
FC(F)(F)C=1C=CC=CC1C2CNCCO2,-33.21
FC(F)OC=1C=CC=C(C1)C2CNCCO2,-33.99
FC(F)OC=1C=CC(=CC1)C2CNCCO2,-38.75
FC(F)(F)C=1C=CC(=CC1)C2CNCCO2,-32.19
CC=1C=C(CO)C2=CC=CC=C2N1,-35.58
NS(=O)(=O)C1=CC=CC2=NC=CC=C12,-29.17
CC1(C)COC(CN1)C2=CC=CC(F)=C2,-35.46
CN1C(=O)CC(C)(C(=O)O)C=2C=CC=CC21,-26.78
NC1CCC2=NC=CN2C1,-27.36
CC1=CN2CC(N)CCC2=N1,-25.09
O=C(O)C=1C=NOC1C2CC2,-13.31
CCC=1ON=CC1C(=O)O,-11.96
CNC1CCCC2=C1C=NN2C,-32.67
C1=CC(=CC=N1)C2CCCCCN2,-39.43
C1=NN(C=2C=CC=CC2)C=3CCNCC13,-39.71
CC(N)C1CCN(C)CC1,-20.99
OCC=1C=C(F)C=CC1N2C=NC=N2,-32.84
CC1=NC=CN1C=2C=CC(F)=CC2CN,-35.81
COCCN1CCC(N)C1,-30.26
NC(=O)C=1C=CC=C2NC=CC12,-21.39
COC1CCN(CCN)CC1,-32.77
COC1CCN(CC1)C2CCCCC2N,-39.36
NC1CCCC2=C1C=NN2CCO,-28.97
CC=1C=C(ON1)C2CCCN2,-26.47
C1CC2(CCN1)CCOCC2,-25.89
COCC1=NNC(N)=C1C=2C=CC=CC2,-36.33
NCC1(O)CCCCCC1,-34.69
CC=1N=CSC1C(=O)NC=2C=CC=CN2,-36.52
O=C1NC=2C=CC=CC2C(=O)N1CCO,-31.36
CCC1CCNC(=O)CC1,-22.2
O=C1CCC(CCN1)C=2C=CC=CC2,-30.14
O=C(O)C=1C=C2CC(=O)NC2=CC1Cl,-19.85
O=C(C=1C=C(Cl)C=CC1F)N2CCNCC2,-36.7
CCC(N)C1=NN=C2CCCCCN12,-37.64
CC1C(=O)NC=2C=CC=CC21,-29.17
CNC(C=1C=CC(F)=CC1)C=2C=CC=NC2,-31.03
CNC(C)C=1C=NN(C)C1,-26.57
CNC(C=1C=NN(C)C1)C=2C=CC=C(F)C2,-42.16
CCN1CCC(CC1)C(C)O,-35.02
CC(O)C=1C(F)=CC=CC1N2C=CC=N2,-31.27
CC1CN(CCO)CCO1,-32.62
OCCN1CCC2=CC=CC=C2C1,-39.46
O=C1CCCCCN1CCO,-27.41
O=C1CCCCN1CCO,-22.59
O=C1CCC=2C=C(C=CC2N1)OCCO,-33.69
CS(=O)(=O)C=1C=CC=NC1,-22.75
NC1=NC=2C=NC=CC2S1,-24.45
O=C(O)C=1C=CC(F)=CN1,-9.62
CC=1N=NC(N)=C2C=CC=CC12,-29.11
C1=CC=2C(=NC=CC2S1)N3CCNCC3,-35.51
NC1CS(=O)(=O)C2=CC=CC=C21,-24.43
NCC1CS(=O)(=O)C=2C=CC=CC21,-27.36
NS(=O)(=O)C=1C=CC=C2CNCCC12,-32.68
O=C(O)C1CC=CCC1C(=O)NC2CC2,-36.28
CC1=NN(C(C)=C1N)C2=CC=CC=C2F,-31.04
FC=1C=CC=CC1CNC=2C=NNC2,-36.1
O=S(=O)(NC=1C=NNC1)C=2C=CC=CC2F,-32.56
O=S(=O)(CC=1C=CC=CC1)NC=2C=NNC2,-34.94
CC1COCCN1CCN,-17.04
CC1COCCN1C2CCNCC2,-28.14
O=C1CC(NCCN1)C=2C=CC=CC2,-34.36
COC1=C(N)C(C)=NN1C,-23.71
CC(C)CC1=NSC(N)=N1,-30.33
NC(=O)C=1C=CC=C(C1)CO,-22.37
OCC1=CC=C2N=CC=CC2=C1,-30.01
OCC1=NOC(=N1)C=2C=CC(F)=CC2,-32.1
OCC1=NC(=NO1)C=2C=CC(F)=CC2,-33.4
NC(=O)C=1C=CC=CC1CO,-27.21
CC(C)N1C=NC2=CC(=CC=C21)C(=O)O,-31.36
O=C(O)CN1C(=O)NC=2C=CC=CC21,-20.85
COC=1C=CC=2CCNC(=O)CC2C1,-30.9
O=C(O)CC1CCCCO1,-8.52
CNCC1=NC=C(O1)C2CC2,-19.75
O=C(NC=1C=CC(F)=CC1)NC2CCNC2,-36.22
FC=1C=CC=C(C1)NC2CCOCC2,-37.15
OCCNC1CCOCC1,-33.44
NCC1(CCOCC1)N2CCCC2,-33.68
CN(C)C1(CN)CCOCC1,-28.48
O=C(O)CC1CCOCC1,-12.36
NCCCN1N=C2CCCCN2C1=O,-30.8
C1=CC=2OCCOC2C(=C1)C3CCCN3,-39.65
CC=1C=C(CO)OC1C(=O)O,-16.75
CC1CCN(CCN)CC1,-36.51
NC1=NN=C(CC=2C=CC(F)=CC2)S1,-34.99
NC1=NN=C(CC2=CC=CC(F)=C2)S1,-33.21
NC1=NN=C(CC2=CC=CC=C2F)S1,-38.73
FC(F)(F)C1=CN=C(N1)C2CCCNC2,-32.39
NC1=CC=NN1CC2CC2,-19.3
